	tax1	tax2	tax3	spname	nucleotides	orfs	enzymes	rnas
spa	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pyogenes MGAS10394 (serotype M6)	1899877	1886	440	85
spb	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pyogenes MGAS6180 (serotype M28)	1897573	1894	441	83
stg	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pyogenes MGAS15252 (serotype M59)	1750832	1662	430	74
soz	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pyogenes NZ131 (serotype M49)	1815785	1700	427	85
stz	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pyogenes Alab49 (serotype M53)	1827308	1773	426	85
stx	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pyogenes MGAS1882	1781029	1691	430	74
spya	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pyogenes A20	1837281	1828	434	85
spyh	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pyogenes HSC5	1818351	1744	420	85
spyo	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pyogenes STAB901 (serotype M44)	1795609	1358	356	86
spn	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae TIGR4 (virulent serotype 4)	2160842	2125	478	58
spd	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae D39 (virulent serotype 2)	2046115	1914	483	73
spr	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae R6 (avirulent)	2038615	1814	479	73
spw	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae CGSP14 (serotype 14)	2209198	2206	478	70
spx	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae G54 (serotype 19F)	2078953	2115	482	71
sne	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae ATCC 700669 (serotype 23F ST81 lineage)	2221315	1991	477	70
spv	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae Hungary19A 6	2245615	2155	484	70
snm	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae 70585	2184682	2202	484	77
sjj	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae JJA	2120234	2123	475	70
spp	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae P1031	2111882	2073	472	77
snt	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae Taiwan19F-14	2112148	2044	473	77
snc	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae TCH8431/19A	2088772	2275	486	80
snb	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae 670-6B	2240045	2352	485	
snp	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae AP200	2130580	2216	483	68
sni	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae INV104	2142122	1824	471	
snv	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae INV200	2093317	1929	469	
snx	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae OXC141	2036867	1832	468	101
snd	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae ST556	2150813	2170	476	71
snu	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae SPNA45	2129934	1926	470	76
spng	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae gamPNI0373	2064154	2119	472	75
spne	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae SPN034156	2024476	1799	469	70
spnu	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae SPN034183	2037254	1819	467	70
spnm	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae SPN994038	2026239	1819	468	70
spno	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae SPN994039	2026505	1819	468	70
spnn	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pneumoniae A026	2091879	1911	471	71
sag	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae 2603 (serotype V)	2160267	2127	465	101
san	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae NEM316 (serotype III)	2211485	2094	469	101
sak	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae A909 (serotype Ia)	2127839	1996	468	102
sgc	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae GD201008-001 (serotype Ia)	2063112	1964	471	98
sags	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae SA20-06	1841952	1679	440	81
sagl	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae 2-22 (serotype Ib)	1838867	1548	435	88
sagm	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae 09mas018883	2138694	2089	474	101
sagi	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae ILRI005	2109759	2155	473	101
sagr	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae ILRI112	2029198	2073	477	100
sagp	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae 138P	1838701	1593	439	86
sagc	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae 138spar	1838126	1590	439	84
sagt	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae COH1	2065074	2003	471	100
sage	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae NGBS061	2221207	2102	471	104
sagg	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae NGBS572	2061426	1923	477	103
sagn	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus agalactiae CNCTC 10/84	2013842	1944	472	101
smu	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus mutans UA159	2032925	1960	479	80
smc	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus mutans NN2025	2013587	1895	478	80
smj	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus mutans LJ23	2015626	1921	485	84
smut	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus mutans GS-5	2027088	1878	472	80
smua	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus mutans UA159-FR	2031692	1865	480	79
stc	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus thermophilus CNRZ1066	1796226	1915	429	
stl	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus thermophilus LMG18311	1796846	1889	427	
ste	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus thermophilus LMD-9	1864178	1716	421	87
stn	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus thermophilus ND03	1831949	1919	437	71
stu	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus thermophilus JIM 8232	1929905	2145	441	85
stw	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus thermophilus MN-ZLW-002	1848520	1910	437	72
sthe	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus thermophilus ASCC 1275	1845495	1700	424	71
sths	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus thermophilus S9	1787436	1689	414	89
ssa	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus sanguinis	2388435	2270	532	74
ssb	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis BM407	2170808	1947	474	77
ssu	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis 05ZYH33	2096309	2186	472	68
ssv	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis 98HAH33	2095698	2189	468	68
ssi	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis P1/7	2007491	1825	471	68
sss	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis SC84	2095898	1898	472	81
sst	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis ST3	2028815	1952	457	66
ssf	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis A7	2038409	1974	470	68
ssk	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis D12	2183059	2078	461	68
ssq	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis D9	2177656	2074	458	66
ssw	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis GZ1	2038034	1978	468	61
sui	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis JS14	2137435	2066	471	74
suo	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis SS12	2096866	2079	472	71
srp	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis ST1	2034321	1987	451	70
sup	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis S735	1980887	1882	470	68
ssus	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis SC070731	2138568	1933	475	69
ssut	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis TL13	2038146	1939	465	68
ssui	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis T15	2240234	2190	474	68
ssuy	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus suis YB51	2043655	2012	461	68
sgo	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus gordonii	2196662	2051	493	73
sez	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus equi subsp. zooepidemicus MGCS10565	2024171	1893	416	73
seq	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus equi subsp. zooepidemicus H70	2149868	1869	435	92
sezo	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus equi subsp. zooepidemicus ATCC 35246	2167264	2087	429	72
sequ	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus equi subsp. zooepidemicus CY	2107382	1999	423	66
seu	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus equi subsp. equi 4047	2253793	1997	418	94
sub	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus uberis	1852352	1762	468	74
sds	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus dysgalactiae subsp. equisimilis GGS_124	2106340	2097	458	72
sdg	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394	2159491	2056	458	72
sda	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus dysgalactiae subsp. equisimilis RE378	2151145	1878	456	71
sdc	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus dysgalactiae subsp. equisimilis AC-2713	2179445	2215	462	72
sdq	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus dysgalactiae subsp. equisimilis 167	2076397	2223	463	71
sga	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus gallolyticus UCN34	2350911	2224	507	89
sgg	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069	2377209	2329	507	101
sgt	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143	2362241	2246	504	76
smb	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus mitis	2146611	2002	447	82
sor	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus oralis	1958690	1907	456	82
stk	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus parauberis	2143887	1868	473	69
stb	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pasteurianus	2100077	1869	483	76
scp	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus parasanguinis ATCC 15912	2153652	2022	469	81
scf	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus parasanguinis FW213	2171609	2019	469	73
ssr	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus salivarius CCHSS3	2217184	2027	455	86
stf	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus salivarius 57.I	2138805	1941	452	86
stj	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus salivarius JIM8777	2210574	1979	455	86
strs	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus salivarius NCTC 8618	2188923	1887	447	87
ssah	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus salivarius HSISS4	2100988	1903	455	86
std	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus pseudopneumoniae	2195458	2236	463	44
smn	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus macedonicus	2142762	2017	454	88
sif	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus infantarius	2008249	1902	459	86
sie	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus intermedius JTH08	1933610	1705	427	79
sib	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus intermedius B196	1996214	1815	426	72
siu	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus intermedius C270	1960728	1778	427	72
sang	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus anginosus C1051	1911706	1729	424	70
sanc	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus anginosus C238	2233640	1970	435	70
sans	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus anginosus SA1	2036353	1835	434	73
scg	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus constellatus subsp. pharyngis C1050	1991156	1797	423	71
scon	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus constellatus subsp. pharyngis C232	1935414	1756	420	71
scos	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus constellatus subsp. pharyngis C818	1935662	1754	419	71
soi	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus cristatus	2142100	2069	454	62
sik	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus iniae SF1	2149844	2125	461	57
siq	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus iniae ISET0901	2070822	1872	456	58
sio	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus iniae ISNO	2070182	1865	455	58
siz	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus iniae SFST01-82	2086959	1897	459	74
slu	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus lutetiensis	1975547	1890	448	77
sig	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus sp. I-G2	1992567	1834	456	70
sip	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus sp. I-P16	2023580	1896	499	95
stv	Prokaryotes	Bacteria	Firmicutes - Bacilli	Streptococcus sp. VT 162	2045418	1935	455	38
lpl	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus plantarum WCFS1	3348624	3063	558	88
lpj	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus plantarum JDM1	3197759	2948	555	78
lpt	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus plantarum ZJ316	3299755	3276	542	76
lps	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus plantarum subsp. plantarum ST-III	53560	3038	548	79
lpr	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus plantarum subsp. plantarum P-8	3246630	3179	536	83
lpz	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus plantarum 16	3361015	3088	543	69
lpb	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus plantarum B21	3284260	2930	562	81
ljo	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus johnsonii NCC 533	1992676	1821	359	97
ljf	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus johnsonii FI9785	1785116	1735	363	70
ljh	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus johnsonii DPC 6026	1966342	1772	377	68
ljn	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus johnsonii N6.2	1887251	1698	348	67
lac	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus acidophilus NCFM	1993560	1832	388	74
lai	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus acidophilus 30SC	2097766	2059	399	75
lad	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus acidophilus La-14	1991579	1874	388	73
laf	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus acidophilus FSI4	1991969	1757	386	112
lsa	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus sakei	1884661	1885	427	84
lsl	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus salivarius UCC118	2133977	2013	449	99
lsi	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus salivarius CECT 5713	2136138	1552	420	120
lsj	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus salivarius JCM1046	2320461	2152	431	98
ldb	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842	1864998	1562	345	122
lbu	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	1856951	1721	349	127
lde	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus delbrueckii subsp. bulgaricus ND02	2131976	2018	420	121
ldl	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus delbrueckii subsp. bulgaricus 2038	1872918	1792	384	115
lbr	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus brevis ATCC 367	2340228	2218	431	82
lbk	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus brevis KB290	2587877	2582	439	
lca	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus paracasei ATCC 334	2924325	2764	498	76
lpq	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus paracasei N1115	3064279	2985	496	77
lpi	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus paracasei subsp. paracasei 8700:2	3025352	2781	512	74
lpap	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus paracasei subsp. paracasei JCM 8130	3017804	2872	501	76
lcb	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus casei BL23	3079196	3044	519	
lcz	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus casei Zhang	2898456	2835	522	74
lcs	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus casei BD-II	3127288	3204	514	74
lce	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus casei LC2W	3077434	3164	519	73
lcw	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus casei W56	3132096	3126	509	108
lcl	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus casei LOCK919	3143369	3103	527	75
lcx	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus casei 12A	2907892	2681	507	72
lga	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus gasseri ATCC 33323	1894360	1755	362	98
lre	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus reuteri DSM 20016	1999618	1900	437	88
lrf	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus reuteri JCM 1112	2039414	1820	445	81
lru	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus reuteri SD2112	2316838	2300	447	125
lrt	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus reuteri I5007	2093275	2054	417	87
lrr	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus reuteri TD1	2145445	1945	406	87
lhe	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus helveticus DPC 4571	2080931	1610	358	73
lhl	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus helveticus H10	2172383	1978	385	74
lhr	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus helveticus R0052	2129206	2011	393	73
lhv	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus helveticus CNRZ32	2225962	1685	373	75
lhh	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus helveticus H9	1871119	1695	364	72
lhd	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus helveticus KLDS1.8701	2106631	1763	361	74
lfe	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus fermentum IFO 3956	2098685	1843	451	69
lfr	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus fermentum CECT 5716	2100449	1051	328	74
lff	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus fermentum F-6	2064620	2006	447	73
lrh	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus rhamnosus GG	3010111	2944	516	72
lrg	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus rhamnosus GG	3005051	2755	519	71
lrl	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus rhamnosus Lc 705	3033106	2992	521	76
lra	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus rhamnosus ATCC 8530	2960339	2887	523	75
lro	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus rhamnosus LOCK900	2883376	2827	517	74
lrc	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus rhamnosus LOCK908	2990900	2924	524	75
lcr	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus crispatus	2043161	2024	393	76
lam	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus amylovorus GRL 1112	2126674	2121	384	72
lay	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus amylovorus GRL1118	1977087	1920	384	74
lbh	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus buchneri NRRL B-30929	2588309	2392	498	81
lbn	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus buchneri CD034	2563168	2377	503	76
lke	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus kefiranofaciens	2354088	2162	389	
lrm	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus ruminis	2066652	1862	429	63
lsn	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus sanfranciscensis	1375770	1284	312	82
law	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus sp. wkB8	1932531	1772	378	69
lho	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus hokkaidonensis	2400586	2344	474	68
lmu	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus mucosae	2434610	1990	453	116
lae	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus acetotolerans	1704859	1655	360	72
lgn	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus ginsenosidimutans	2590556	2393	514	63
lko	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus koreensis	3006812	2556	445	79
lhi	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus heilongjiangensis	2790548	2337	461	68
lku	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus kunkeei	1614522	1436	357	81
lgl	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus gallinarum	2374782	1939	366	79
lpx	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus paraplantarum	3139729	2751	545	68
lor	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus oris	3235996	2868	456	119
lpar	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus parabuchneri	2726576	2566	517	80
lle	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus lindneri	1452432	1343	353	85
lpd	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus paracollinoides	3663708	3045	564	88
lje	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus jensenii	1672949	1510	342	73
lcu	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus curieae	2095860	1930	469	80
lct	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus crustorum	2316479	2218	422	67
lbt	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus backii	2824377	2495	469	87
lcv	Prokaryotes	Bacteria	Firmicutes - Bacilli	Lactobacillus curvatus	1848756	1711	387	86
ppe	Prokaryotes	Bacteria	Firmicutes - Bacilli	Pediococcus pentosaceus ATCC 25745	1832387	1755	392	72
ppen	Prokaryotes	Bacteria	Firmicutes - Bacilli	Pediococcus pentosaceus SL4	1789138	1709	399	67
pce	Prokaryotes	Bacteria	Firmicutes - Bacilli	Pediococcus claussenii	1978793	1881	440	69
pdm	Prokaryotes	Bacteria	Firmicutes - Bacilli	Pediococcus damnosus	2509470	2286	392	72
paci	Prokaryotes	Bacteria	Firmicutes - Bacilli	Pediococcus acidilactici	2131361	1935	450	78
efa	Prokaryotes	Bacteria	Firmicutes - Bacilli	Enterococcus faecalis V583	3359974	3264	548	80
efl	Prokaryotes	Bacteria	Firmicutes - Bacilli	Enterococcus faecalis 62	3100313	3027	546	67
